table,key,side,trial,opinion
T4,"((0, 1, 3, 4), (5, 7, 8, 9))",cp,24,4
T4,"((0, 1, 3, 4), (5, 7, 8, 9))",cp,25,4
T4,"((0, 1, 3, 4), (5, 7, 8, 9))",cp,26,4
T4,"((0, 1, 3, 4), (5, 7, 8, 9))",cp,27,4
T4,"((0, 1, 3, 4), (5, 7, 8, 9))",cp,28,4
T4,"((0, 1, 3, 4), (5, 7, 8, 9))",cp,29,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,0,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,1,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,2,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,3,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,4,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,5,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,6,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,7,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,8,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,9,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,10,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,11,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,12,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,13,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,14,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,15,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,16,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,17,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,18,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,19,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,20,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,21,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,22,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,23,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,24,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,25,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,26,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,27,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,28,4
T4,"((0, 1, 3, 4), (6, 7, 8, 9))",cp,29,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,0,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,1,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,2,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,3,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,4,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,5,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,6,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,7,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,8,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,9,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,10,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,11,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,12,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,13,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,14,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,15,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,16,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,17,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,18,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,19,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,20,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,21,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,22,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,23,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,24,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,25,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,26,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,27,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,28,4
T4,"((0, 2, 3, 4), (5, 6, 7, 8))",cp,29,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,0,3
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,1,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,2,3
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,3,3
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,4,2
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,5,3
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,6,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,7,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,8,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,9,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,10,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,11,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,12,3
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,13,3
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,14,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,15,3
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,16,2
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,17,3
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,18,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,19,3
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,20,3
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,21,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,22,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,23,3
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,24,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,25,3
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,26,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,27,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,28,4
T4,"((0, 2, 3, 4), (5, 6, 7, 9))",cp,29,3
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,0,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,1,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,2,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,3,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,4,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,5,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,6,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,7,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,8,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,9,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,10,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,11,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,12,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,13,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,14,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,15,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,16,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,17,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,18,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,19,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,20,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,21,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,22,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,23,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,24,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,25,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,26,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,27,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,28,4
T4,"((0, 2, 3, 4), (5, 6, 8, 9))",cp,29,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,0,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,1,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,2,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,3,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,4,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,5,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,6,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,7,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,8,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,9,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,10,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,11,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,12,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,13,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,14,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,15,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,16,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,17,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,18,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,19,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,20,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,21,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,22,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,23,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,24,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,25,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,26,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,27,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,28,4
T4,"((0, 2, 3, 4), (5, 7, 8, 9))",cp,29,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,0,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,1,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,2,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,3,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,4,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,5,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,6,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,7,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,8,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,9,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,10,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,11,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,12,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,13,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,14,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,15,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,16,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,17,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,18,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,19,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,20,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,21,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,22,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,23,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,24,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,25,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,26,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,27,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,28,4
T4,"((0, 2, 3, 4), (6, 7, 8, 9))",cp,29,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,0,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,1,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,2,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,3,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,4,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,5,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,6,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,7,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,8,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,9,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,10,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,11,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,12,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,13,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,14,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,15,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,16,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,17,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,18,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,19,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,20,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,21,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,22,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,23,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,24,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,25,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,26,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,27,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,28,4
T4,"((1, 2, 3, 4), (5, 6, 7, 8))",cp,29,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,0,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,1,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,2,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,3,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,4,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,5,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,6,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,7,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,8,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,9,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,10,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,11,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,12,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,13,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,14,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,15,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,16,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,17,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,18,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,19,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,20,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,21,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,22,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,23,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,24,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,25,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,26,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,27,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,28,4
T4,"((1, 2, 3, 4), (5, 6, 7, 9))",cp,29,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,0,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,1,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,2,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,3,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,4,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,5,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,6,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,7,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,8,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,9,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,10,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,11,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,12,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,13,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,14,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,15,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,16,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,17,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,18,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,19,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,20,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,21,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,22,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,23,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,24,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,25,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,26,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,27,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,28,4
T4,"((1, 2, 3, 4), (5, 6, 8, 9))",cp,29,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,0,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,1,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,2,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,3,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,4,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,5,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,6,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,7,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,8,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,9,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,10,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,11,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,12,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,13,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,14,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,15,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,16,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,17,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,18,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,19,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,20,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,21,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,22,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,23,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,24,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,25,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,26,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,27,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,28,4
T4,"((1, 2, 3, 4), (5, 7, 8, 9))",cp,29,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,0,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,1,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,2,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,3,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,4,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,5,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,6,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,7,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,8,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,9,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,10,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,11,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,12,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,13,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,14,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,15,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,16,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,17,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,18,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,19,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,20,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,21,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,22,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,23,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,24,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,25,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,26,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,27,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,28,4
T4,"((1, 2, 3, 4), (6, 7, 8, 9))",cp,29,4
